,full_name,selling_price,year,km_driven,fuel_type,transmission_type,company
15807,Ford Freestyle Titanium,665000,2018,29303,Diesel,Manual,Hyundai
15808,Maruti Alto K10,390000,2018,50000,Petrol,Manual,Maruti
15809,Mahindra XUV500 W8,1235000,2015,89000,Diesel,Manual,Hyundai
15810,Skoda Octavia Ambition,969999,2014,99220,Diesel,Automatic,Opel
15811,Hyundai Verna 1.6,350000,2012,177000,Diesel,Manual,Maruti
15812,Maruti Wagon R,375000,2016,44000,CNG,Manual,Maruti
15813,Honda Amaze V,755000,2018,10000,Petrol,Automatic,Honda
15814,Maruti Baleno Alpha,749000,2017,26000,Petrol,Manual,Honda
15815,Maruti Alto K10,280000,2016,35000,Petrol,Manual,Hyundai
15816,Hyundai Grand i10,459000,2015,38000,Petrol,Manual,Skoda
15817,Maruti Swift Dzire,500000,2016,27500,Petrol,Manual,Volkswagen
15818,Hyundai i20 Active,620000,2015,150000,Diesel,Manual,Renault
15819,Opel Corsa Sail,150000,2005,50000,Petrol,Manual,Maruti
15820,Maruti Swift VDI,520000,2013,40147,Diesel,Manual,Hyundai
15821,Maruti Swift Dzire,750000,2017,44500,Diesel,Manual,Honda
15822,Honda Amaze S,474000,2015,56000,Diesel,Manual,Ford
15823,Honda Civic ZX,2150000,2020,1900,Petrol,Automatic,Maruti
15824,Hyundai i20 2015-2017,490000,2015,81465,Petrol,Manual,Honda
15825,Skoda Rapid 1.6,273000,2013,149028,Diesel,Manual,Audi
15826,Volkswagen Jetta 2.0L,595000,2012,95009,Diesel,Automatic,Maruti
15827,Renault Duster 85PS,578000,2016,138000,Diesel,Manual,Toyota
15828,Maruti Swift LXI,300000,2012,60000,Petrol,Manual,Mercedes-Benz
15829,Hyundai Verna 1.6,950000,2017,40000,Diesel,Manual,Ford
15830,Honda City 2017-2020,299000,2009,87000,Petrol,Manual,Maruti
15831,Ford Figo Diesel,250000,2012,120000,Diesel,Manual,Maruti
15832,Maruti Swift Dzire,650000,2015,94000,Diesel,Manual,BMW
15833,Honda City i-DTEC,1100000,2017,10000,Diesel,Manual,Renault
15834,Audi A4 2.0,890000,2011,64690,Diesel,Automatic,Maruti
15835,Maruti Ritz VDi,399000,2011,44000,Diesel,Manual,Hyundai
15836,Toyota Etios V,321000,2012,68500,Petrol,Manual,Hyundai
15837,Mercedes-Benz B-Class B200,1950000,2016,70000,Diesel,Automatic,Jeep
15838,Ford Endeavour 3.2,3200000,2019,40000,Diesel,Automatic,BMW
15839,Maruti Ertiga ZDI,740000,2015,100000,Diesel,Manual,Tata
15840,Maruti Ignis 1.2,530000,2017,60000,Petrol,Manual,Tata
15841,BMW X5 xDrive,4599000,2016,32143,Diesel,Automatic,Fiat
15842,Renault Duster 85PS,650000,2016,56400,Diesel,Manual,Maruti
15843,Maruti Swift Dzire,465000,2016,68000,Diesel,Manual,Hyundai
15844,Hyundai i20 Sportz,780000,2019,10000,Petrol,Automatic,Volkswagen
15845,Hyundai Verna 1.6,495000,2014,225000,Diesel,Manual,Renault
15846,Jeep Compass 1.4,1425000,2018,25000,Petrol,Manual,Maruti
15847,BMW X3 xDrive,3985000,2016,36799,Diesel,Automatic,Hyundai
15848,Tata Safari 2005-2017,350000,2007,80000,Diesel,Manual,Hyundai
15849,Tata Indigo eLX,250000,2011,120000,Diesel,Manual,Mercedes-Benz
15850,Fiat Avventura MULTIJET,425000,2016,66000,Diesel,Manual,Maruti
15851,Maruti Eeco 7,180000,2010,110000,Petrol,Manual,Volkswagen
15852,Hyundai i10 LPG,285000,2012,70000,LPG,Manual,Maruti
15853,Volkswagen Polo Petrol,615000,2015,33000,Petrol,Manual,Maruti
15854,Renault KWID 1.0,425000,2017,57000,Petrol,Manual,Datsun
15855,Maruti Celerio VXI,375000,2014,43000,Petrol,Manual,Toyota
15856,Hyundai i20 Active,590000,2016,57000,Petrol,Manual,Mahindra
15857,Hyundai Grand i10,480000,2016,110000,Diesel,Manual,Mahindra
15858,Mercedes-Benz S-Class S,1385000,2010,147500,Diesel,Automatic,Maruti
15859,Maruti Swift VDI,530000,2013,70000,Diesel,Manual,Skoda
15860,Volkswagen Vento Petrol,1000000,2019,2700,Petrol,Automatic,BMW
15861,Maruti Vitara Brezza,1008000,2020,8600,Diesel,Manual,Renault
15862,Maruti Vitara Brezza,894999,2017,36000,Diesel,Manual,Skoda
15863,Datsun RediGO T,269000,2017,21918,Petrol,Manual,Hyundai
15864,Toyota Fortuner 2016-2021,2950000,2017,91346,Diesel,Automatic,Tata
15865,Mahindra XUV500 AT,1400000,2017,36000,Diesel,Automatic,Maruti
15866,Mahindra Scorpio S5,1200000,2018,35000,Diesel,Manual,Maruti
15867,Maruti Swift VDi,340000,2009,124000,Diesel,Manual,Maruti
15868,Skoda Rapid 1.6,495000,2014,63063,Diesel,Manual,Mahindra
15869,BMW 5 Series,5000000,2019,9000,Diesel,Automatic,Hyundai
15870,Renault KWID RXT,250000,2018,50000,Petrol,Manual,Maruti
15871,Skoda Yeti Ambition,685000,2011,81000,Diesel,Manual,Ford
15872,Hyundai i10 Era,275000,2012,16000,Petrol,Manual,Hyundai
15873,Tata Zest Quadrajet,470000,2017,120000,Diesel,Manual,Maruti
15874,Maruti Alto 800,381000,2017,20700,CNG,Manual,Hyundai
15875,Maruti S-Cross 2017-2020,950000,2019,70000,Diesel,Manual,Maruti
15876,Maruti Wagon R,360000,2016,56000,CNG,Manual,Maruti
15877,Mahindra XUV500 W8,770000,2011,74000,Diesel,Manual,BMW
15878,Hyundai Verna VTVT,994999,2019,20000,Petrol,Manual,Mahindra
15879,Maruti Ritz VDi,300000,2012,83000,Diesel,Manual,Honda
15880,Ford Fiesta 1.4,130000,2006,80000,Petrol,Manual,Honda
15881,Hyundai Grand i10,495000,2015,30000,Petrol,Manual,Toyota
15882,Maruti Baleno Delta,725000,2019,20214,Petrol,Manual,Renault
15883,Hyundai Sonata 2.4,1200000,2013,17650,Petrol,Manual,Maruti
15884,Maruti Swift Dzire,365000,2014,100000,Diesel,Manual,Jaguar
15885,Maruti Ertiga BSIV,600000,2017,95000,Petrol,Automatic,Hyundai
15886,BMW X1 sDrive,2850000,2017,23000,Diesel,Automatic,Renault
15887,Mahindra Quanto C8,445000,2014,88000,Diesel,Manual,Nissan
15888,Honda Amaze S,425000,2013,34294,Diesel,Manual,Skoda
15889,Honda City VX,850000,2016,27275,Petrol,Manual,Maruti
15890,Toyota Innova Crysta,1835000,2017,87000,Diesel,Manual,Mahindra
15891,Renault Duster 110PS,525000,2014,56000,Diesel,Manual,Toyota
15892,Maruti Wagon R,175000,2010,25000,Petrol,Manual,Hyundai
15893,Jaguar XF 2.2,3000000,2015,50000,Diesel,Automatic,Hyundai
15894,Hyundai Santro Magna,525000,2018,6500,CNG,Manual,Mahindra
15895,Renault KWID Climber,340000,2017,30000,Petrol,Manual,Hyundai
15896,Nissan Sunny Diesel,290000,2012,58000,Diesel,Manual,Volkswagen
15897,Skoda Laura 1.9,440000,2012,85000,Diesel,Automatic,Tata
15898,Maruti Celerio VXI,450000,2015,35000,Petrol,Automatic,Maruti
15899,Mahindra TUV 300,850000,2017,15000,Diesel,Manual,Mahindra
15900,Toyota Innova 2.5,1199000,2015,117000,Diesel,Manual,Toyota
15901,Hyundai i10 Era,229999,2013,60000,Petrol,Manual,Maruti
15902,Hyundai Grand i10,535000,2016,19000,Petrol,Manual,Volkswagen
15903,Mahindra Scorpio 2009-2014,600000,2014,90000,Diesel,Manual,Maruti
15904,Hyundai i10 Magna,300000,2009,30000,Petrol,Manual,Maruti
15905,Volkswagen Ameo 1.2,550000,2016,21866,Petrol,Manual,Audi
15906,Tata Tiago 1.2,459999,2017,39871,Petrol,Manual,Maruti
15907,Maruti Wagon R,515000,2018,17000,Petrol,Automatic,Hyundai
15908,Mahindra Bolero 2011-2019,509999,2014,100000,Diesel,Manual,Honda
15909,Toyota Innova Crysta,1695000,2017,167000,Diesel,Manual,Toyota
15910,Maruti A Star,225000,2009,56109,Petrol,Manual,Hyundai
15911,Volkswagen Polo 1.5,450000,2014,132220,Diesel,Manual,Mahindra
15912,Maruti Vitara Brezza,950000,2019,12000,Diesel,Manual,Hyundai
15913,Maruti Alto 800,200000,2013,48000,Petrol,Manual,Maruti
15914,Audi A4 2.0,1545000,2014,64000,Diesel,Automatic,Hyundai
15915,Maruti Swift Vdi,217000,2010,100000,Diesel,Manual,Mahindra
15916,Hyundai i20 Asta,695000,2016,49000,Petrol,Manual,Maruti
15917,Honda New Accord,565000,2011,58000,Petrol,Automatic,Maruti
15918,Toyota Etios G,350000,2012,200000,Petrol,Manual,Maruti
15919,Hyundai Grand i10,450000,2016,8700,Petrol,Manual,Hyundai
15920,Mahindra Scorpio VLS,690000,2012,70000,Diesel,Automatic,Tata
15921,Hyundai i20 Asta,775000,2019,25000,Petrol,Manual,Mitsubishi
15922,Maruti Swift VXI,425000,2012,85508,Petrol,Manual,Maruti
15923,Hyundai Getz GLE,195000,2007,44000,Petrol,Manual,Honda
15924,Mahindra Scorpio 1.99,915000,2017,91000,Diesel,Manual,Hyundai
15925,Maruti Swift Dzire,490000,2015,52000,Diesel,Manual,Maruti
15926,Maruti Ritz VXI,225000,2009,51000,Petrol,Manual,Honda
15927,Maruti Wagon R,50000,2004,50000,Petrol,Manual,Maruti
15928,Hyundai Verna 1.6,900000,2015,156000,Diesel,Manual,Mahindra
15929,Tata Tiago 1.2,498000,2019,16876,Petrol,Manual,Mitsubishi
15930,Mitsubishi Pajero 2.8,700000,2011,135000,Diesel,Manual,Chevrolet
15931,Maruti Swift LXI,450000,2015,49134,Petrol,Manual,Mahindra
15932,Honda City Edge,844000,2018,15000,Petrol,Manual,Maruti
15933,Hyundai Grand i10,450000,2015,30000,Petrol,Manual,Hyundai
15934,Maruti Baleno Alpha,720000,2019,13500,Petrol,Manual,Toyota
15935,Honda Civic 1.8,240000,2010,80000,Petrol,Manual,Toyota
15936,Maruti Wagon R,430999,2017,29852,CNG,Manual,Honda
15937,Mahindra XUV500 W8,850000,2014,80000,Diesel,Manual,Volkswagen
15938,Mitsubishi Cedia Elegance,385000,2007,58358,Petrol,Manual,Maruti
15939,Chevrolet Aveo U-VA,99000,2007,84000,Petrol,Manual,Toyota
15940,Mahindra XUV500 2011-2015,885000,2013,92000,Diesel,Manual,Honda
15941,Maruti Vitara Brezza,875000,2017,27000,Diesel,Manual,BMW
15942,Hyundai Santro GLS,35000,2001,110000,Petrol,Manual,Hyundai
15943,Toyota Etios VD,396000,2012,120000,Diesel,Manual,Toyota
15944,Toyota Innova 2.5,1250000,2014,30000,Diesel,Manual,BMW
15945,Honda City i,400000,2014,84000,Diesel,Manual,Honda
15946,Volkswagen Vento 1.2,565000,2014,37540,Petrol,Automatic,Maruti
15947,Maruti Wagon R,345000,2013,20670,Petrol,Manual,Datsun
15948,Toyota Etios GD,500000,2014,95000,Diesel,Manual,Chevrolet
15949,Honda Brio S,335000,2012,15000,Petrol,Manual,Maruti
15950,BMW X1 sDrive,2200000,2016,30000,Diesel,Automatic,Hyundai
15951,Hyundai Xcent 1.2,459999,2015,39400,Petrol,Manual,Hyundai
15952,Toyota Innova 2.5,925000,2013,147000,Diesel,Manual,Audi
15953,BMW 5 Series,1150000,2010,142500,Diesel,Automatic,Hyundai
15954,Honda City i,625000,2015,60000,Petrol,Manual,Maruti
15955,Maruti Vitara Brezza,750000,2016,66200,Diesel,Manual,Maruti
15956,Datsun RediGO A,245000,2017,18900,Petrol,Manual,Audi
15957,Chevrolet Cruze LTZ,409999,2010,80000,Diesel,Manual,Renault
15958,Maruti Swift Dzire,645000,2017,30503,Petrol,Automatic,Mahindra
15959,Hyundai Verna 1.6,525000,2013,64000,Petrol,Manual,Maruti
15960,Hyundai i20 1.2,265000,2011,6708,Petrol,Manual,Tata
15961,Audi A6 35,2550000,2015,68000,Diesel,Automatic,Hyundai
15962,Hyundai Xcent 1.2,395000,2015,52000,Petrol,Manual,Skoda
15963,Maruti Ritz VDi,385000,2012,68000,Diesel,Manual,Maruti
15964,Maruti Zen Estilo,190000,2009,85000,Petrol,Manual,Maruti
15965,Audi A6 2.0,1600000,2012,70000,Diesel,Automatic,Maruti
15966,Renault Duster RXZ,600000,2020,150000,Diesel,Automatic,Maruti
15967,Mahindra Scorpio 2009-2014,650000,2013,122772,Diesel,Manual,Renault
15968,Maruti Vitara Brezza,734000,2018,35000,Diesel,Manual,Maruti
15969,Tata Indica Vista,200000,2013,120000,Diesel,Manual,Maruti
15970,Hyundai Creta 1.4,950000,2018,60000,Diesel,Manual,Hyundai
15971,Skoda Rapid 1.6,800000,2017,20125,Diesel,Manual,Hyundai
15972,Maruti Swift Dzire,395000,2013,38000,Petrol,Manual,Mercedes-Benz
15973,Maruti Alto 800,373000,2020,5000,Petrol,Manual,Ford
15974,Maruti Swift Dzire,360000,2011,89000,Diesel,Manual,Maruti
15975,Maruti Wagon R,550000,2019,17000,Petrol,Manual,Toyota
15976,Renault Scala Diesel,350000,2013,74000,Diesel,Manual,Toyota
15977,Maruti Baleno Zeta,700000,2020,2400,Petrol,Manual,Maruti
15978,Maruti Vitara Brezza,975000,2018,62000,Diesel,Manual,Maruti
15979,Hyundai Grand i10,550000,2017,43000,Petrol,Manual,Mercedes-Benz
15980,Hyundai Xcent 1.2,340000,2016,80000,Petrol,Manual,Hyundai
15981,Mercedes-Benz GL-Class 350,3650000,2014,50000,Diesel,Automatic,Honda
15982,Ford Figo Aspire,630000,2017,120000,Diesel,Manual,Renault
15983,Maruti Wagon R,250000,2011,120000,LPG,Manual,Hyundai
15984,Toyota Etios Liva,399000,2011,53000,Petrol,Manual,Toyota
15985,Toyota Corolla Altis,1025000,2014,52700,Petrol,Manual,Honda
15986,Maruti Alto LXi,204999,2011,33111,Petrol,Manual,Toyota
15987,Maruti Wagon R,350000,2014,60000,LPG,Manual,Maruti
15988,Mercedes-Benz E-Class 220,1450000,2013,41000,Diesel,Automatic,Honda
15989,Hyundai i20 1.2,750000,2017,80000,Petrol,Manual,Honda
15990,Honda City i,595000,2014,98000,Diesel,Manual,Hyundai
15991,Renault Duster 85PS,500000,2015,90431,Diesel,Manual,Mercedes-Benz
15992,Hyundai i10 Magna,295000,2014,63000,Petrol,Manual,Fiat
15993,Toyota Etios Liva,275000,2011,84255,Petrol,Manual,Maruti
15994,Honda Amaze S,375000,2014,80000,Diesel,Manual,Honda
15995,Toyota Fortuner 4x2,1625000,2015,126000,Diesel,Manual,Ford
15996,Maruti Celerio ZXI,441000,2016,29000,Petrol,Manual,Honda
15997,Honda City i,625000,2016,58000,Diesel,Manual,Maruti
15998,Honda Amaze S,575000,2017,21000,Petrol,Automatic,Hyundai
15999,Hyundai Santa Fe,1600000,2015,55000,Diesel,Automatic,Maruti
16000,Mercedes-Benz S-Class S,2600000,2013,60000,Diesel,Automatic,Skoda
16001,Fiat Linea Emotion,200000,2012,140000,Diesel,Manual,Maruti
16002,Maruti Celerio VXI,409999,2018,20365,Petrol,Manual,Maruti
16003,Honda Amaze VX,300000,2013,80000,Diesel,Manual,Hyundai
16004,Ford Figo Diesel,300000,2010,89226,Diesel,Manual,Hyundai
16005,Honda City i,650000,2015,70500,Diesel,Manual,Honda
16006,Maruti Vitara Brezza,875000,2018,93550,Diesel,Automatic,BMW
16007,Hyundai EON Era,220000,2015,70000,Petrol,Manual,Maruti
16008,Maruti Swift VXI,425000,2012,85517,Petrol,Manual,Maruti
16009,Skoda Rapid 1.6,645000,2016,50000,Petrol,Automatic,Honda
16010,Maruti Ciaz Alpha,900000,2018,50000,Petrol,Automatic,Hyundai
16011,Maruti Wagon R,245000,2011,66000,Petrol,Manual,Toyota
16012,Hyundai Creta 1.6,1295000,2018,67806,Diesel,Manual,Renault
16013,Hyundai Santro Xing,145000,2008,75000,Petrol,Manual,Maruti
16014,Honda Jazz 1.2,555000,2016,53044,Petrol,Manual,Toyota
16015,BMW X3 xDrive20d,1350000,2012,60000,Diesel,Automatic,Hyundai
16016,Maruti Wagon R,445000,2018,17000,Petrol,Automatic,Maruti
16017,Maruti Celerio X,500000,2017,40000,Petrol,Automatic,Hyundai
16018,Honda Amaze V,880000,2018,17716,Diesel,Automatic,BMW
16019,Hyundai i20 2015-2017,590000,2017,40000,Petrol,Manual,Hyundai
16020,Toyota Innova Crysta,1775000,2018,38000,Diesel,Manual,Audi
16021,Renault Duster 110PS,1150000,2017,30000,Diesel,Manual,Maruti
16022,Maruti Ertiga VXI,825000,2018,37000,CNG,Manual,Hyundai
16023,Toyota Fortuner 4x2,1700000,2014,150000,Diesel,Automatic,Skoda
16024,Hyundai i20 Sportz,500000,2016,55000,Petrol,Manual,BMW
16025,Maruti Swift Dzire,300000,2008,50000,Diesel,Manual,Hyundai
16026,Hyundai Grand i10,337000,2015,61062,Diesel,Manual,Ford
16027,BMW 3 Series,2650000,2016,46000,Diesel,Automatic,Hyundai
16028,Hyundai EON D,300000,2012,45486,Petrol,Manual,Maruti
16029,Audi A4 New,1299000,2012,100581,Diesel,Automatic,Volkswagen
16030,Maruti Baleno Alpha,575000,2015,25800,Petrol,Manual,Hyundai
16031,Hyundai Verna 1.6,525000,2015,70000,Petrol,Manual,Maruti
16032,Skoda Yeti Ambition,685000,2011,94573,Diesel,Manual,Hyundai
16033,BMW 5 Series,1450000,2011,60000,Diesel,Automatic,Tata
16034,Hyundai EON Era,235000,2014,61155,Petrol,Manual,Toyota
16035,Ford Ecosport 2015-2021,894999,2017,40423,Petrol,Automatic,Ford
16036,Hyundai i10 Magna,275000,2013,72000,Petrol,Manual,Renault
16037,Maruti Omni E,180000,2016,40000,Petrol,Manual,Maruti
16038,Volkswagen Vento 1.6,750000,2015,50000,Petrol,Manual,Hyundai
16039,Hyundai i20 1.4,875000,2018,13000,Diesel,Manual,Hyundai
16040,Maruti Baleno Alpha,840000,2018,22072,Petrol,Manual,Mahindra
16041,Hyundai i20 1.2,345000,2012,39200,Petrol,Manual,Hyundai
16042,Tata Nano Twist,150000,2015,35342,Petrol,Manual,Skoda
16043,Toyota Etios Liva,325000,2011,86000,Petrol,Manual,Tata
16044,Ford Figo 1.2P,525000,2016,68000,Petrol,Manual,Hyundai
16045,Renault KWID AMT,450000,2018,21000,Petrol,Automatic,Volkswagen
16046,Maruti Swift Dzire,475000,2013,54000,Diesel,Manual,Mercedes-Benz
16047,Hyundai Grand i10,565000,2017,56000,Petrol,Manual,Hyundai
16048,Hyundai Grand i10,409999,2016,44000,Petrol,Manual,Maruti
16049,Mahindra KUV 100,470000,2016,25000,Diesel,Manual,Hyundai
16050,Hyundai i20 Asta,595000,2015,70000,Diesel,Manual,Mahindra
16051,Skoda Rapid 1.5,625000,2015,65785,Diesel,Manual,Chevrolet
16052,Tata Nano XTA,275000,2017,27000,Petrol,Automatic,Maruti
16053,Hyundai i20 1.2,409999,2012,71000,Petrol,Manual,Maruti
16054,Volkswagen Polo Diesel,375000,2013,120000,Diesel,Manual,Hyundai
16055,Mercedes-Benz C-Class C,2525000,2016,44000,Petrol,Automatic,Hyundai
16056,Hyundai Grand i10,495000,2014,40000,Petrol,Manual,Maruti
16057,Maruti Swift Dzire,445000,2013,43000,Petrol,Automatic,Honda
16058,Hyundai Verna CRDi,1050000,2018,50000,Diesel,Automatic,Hyundai
16059,Mahindra XUV300 W4,850000,2019,7900,Petrol,Manual,Honda
16060,Chevrolet Spark 1.0,114999,2009,70000,Petrol,Manual,Mahindra
16061,Maruti Swift VXI,360000,2009,54000,Petrol,Manual,Maruti
16062,Maruti Wagon R,250000,2016,120000,Petrol,Manual,Tata
16063,Hyundai i20 1.2,210000,2011,148000,Petrol,Manual,Hyundai
16064,Hyundai Getz GLS,98000,2006,90000,Petrol,Manual,Audi
16065,Maruti Alto K10,275000,2015,35000,Petrol,Manual,BMW
16066,Honda Amaze S,484999,2014,53000,Petrol,Manual,Maruti
16067,Hyundai Santro Xing,185000,2006,60000,Petrol,Manual,Maruti
16068,Honda Mobilio V,550000,2015,120000,Diesel,Manual,Maruti
16069,Mahindra Scorpio S7,1350000,2018,47000,Diesel,Manual,Chevrolet
16070,Maruti Wagon R,272000,2011,50000,Petrol,Manual,Maruti
16071,Tata Zest Revotron,500000,2017,40000,Petrol,Manual,Chevrolet
16072,Hyundai Grand i10,425000,2013,77000,Petrol,Manual,Tata
16073,Audi Q7 2006-2020,2900000,2013,33000,Diesel,Automatic,Honda
16074,BMW X1 sDrive,3250000,2018,30000,Diesel,Automatic,Maruti
16075,Maruti Swift VXI,540000,2017,40000,Petrol,Manual,Maruti
16076,Maruti A Star,200000,2010,35000,Petrol,Manual,Tata
16077,Maruti Alto K10,285000,2015,60000,Petrol,Manual,Maruti
16078,Chevrolet Beat Diesel,165000,2012,90000,Diesel,Manual,Fiat
16079,Maruti Swift AMT,650000,2016,52000,Petrol,Automatic,Hyundai
16080,Chevrolet Cruze LTZ,600000,2013,70000,Diesel,Manual,Maruti
16081,Tata Hexa XT,1550000,2018,79000,Diesel,Manual,Mahindra
16082,Honda City i-DTEC,725000,2015,78000,Diesel,Manual,Mahindra
16083,Maruti Swift VXI,525000,2015,60000,Petrol,Manual,Mercedes-Benz
16084,Maruti Ciaz 1.4,713000,2017,33000,Petrol,Manual,Hyundai
16085,Tata Zest Revotron,395000,2016,36000,Petrol,Manual,Volkswagen
16086,Maruti Swift VDI,484999,2013,890000,Diesel,Manual,Toyota
16087,Fiat Linea T-Jet,189000,2010,67000,Petrol,Manual,Honda
16088,Hyundai Verna Transform,250000,2010,110000,Petrol,Manual,Honda
16089,Maruti Ertiga VXI,580000,2013,30000,Petrol,Manual,Mercedes-Benz
16090,Mahindra Supro VX,450000,2017,40000,Diesel,Manual,BMW
16091,Mahindra Supro LX,250000,2016,59957,Diesel,Manual,Toyota
16092,Mercedes-Benz GL-Class 43,7595000,2017,11500,Petrol,Automatic,Tata
16093,Hyundai Creta 1.6,950000,2015,148000,Diesel,Manual,Honda
16094,Volkswagen Vento 1.2,575000,2015,53000,Petrol,Automatic,Mahindra
16095,Toyota Innova 2.5,635000,2011,98000,Diesel,Manual,Maruti
16096,Honda WR-V i-VTEC,750000,2017,20000,Petrol,Manual,Maruti
16097,Honda City i,645000,2014,42000,Petrol,Manual,Hyundai
16098,Mercedes-Benz E-Class E,3995000,2017,35000,Petrol,Automatic,Hyundai
16099,BMW 3 Series,2950000,2017,16300,Petrol,Automatic,Maruti
16100,Toyota Innova 2.5,900000,2014,244400,Diesel,Manual,Ford
16101,Tata Tiago 1.2,500000,2019,10000,Petrol,Manual,Renault
16102,Honda Mobilio RS,600000,2015,72862,Diesel,Manual,Audi
16103,Mahindra KUV 100,475000,2016,23593,Petrol,Manual,Mahindra
16104,Maruti Ciaz Delta,850000,2018,20000,Diesel,Manual,Toyota
16105,Maruti XL6 Alpha,1044999,2020,23000,Petrol,Manual,Tata
16106,Hyundai Elantra CRDi,1785000,2018,22886,Diesel,Automatic,Mercedes-Benz
16107,Hyundai i20 Magna,450000,2016,70000,Petrol,Manual,Mahindra
16108,Maruti Ciaz Alpha,921000,2019,34500,Petrol,Manual,Mahindra
16109,Ford Freestyle Titanium,750000,2019,15000,Petrol,Manual,Hyundai
16110,Renault KWID 1.0,345000,2018,28000,Petrol,Manual,Hyundai
16111,Audi A6 2.0,1650000,2014,56000,Diesel,Automatic,Maruti
16112,Mahindra Scorpio 1.99,1100000,2017,70000,Diesel,Manual,Hyundai
16113,Toyota Innova 2.5,1250000,2012,121000,Diesel,Manual,MG
16114,Tata Nexon 1.5,861999,2019,25000,Diesel,Manual,Maruti
16115,Mercedes-Benz GLE Class,4275000,2016,50000,Diesel,Automatic,Maruti
16116,Mahindra XUV500 AT,1300000,2017,48800,Diesel,Automatic,Hyundai
16117,Mahindra XUV500 2011-2015,645000,2012,76122,Diesel,Manual,Hyundai
16118,Hyundai Creta Facelift,1150000,2019,65000,Diesel,Manual,Chevrolet
16119,Hyundai Grand i10,595000,2017,41000,Petrol,Automatic,Ford
16120,Maruti Swift ZXI,470000,2013,71000,Petrol,Manual,Nissan
16121,Hyundai Verna 1.6,336000,2011,81000,Petrol,Manual,Mahindra
16122,MG Hector Super,1585000,2020,1005,Diesel,Manual,Maruti
16123,Maruti Swift Dzire,420000,2013,80000,Diesel,Manual,Maruti
16124,Maruti S-Presso VXI,455000,2019,5000,Petrol,Manual,Maruti
16125,Hyundai Creta 1.6,790000,2015,56836,Petrol,Manual,Hyundai
16126,Hyundai Xcent 1.2,300000,2015,70000,Petrol,Manual,Hyundai
16127,Chevrolet Beat Diesel,250000,2013,100000,Diesel,Manual,Honda
16128,Ford Ecosport 1.5,690000,2015,46215,Petrol,Manual,Mahindra
16129,Nissan Terrano XL,850000,2014,146000,Diesel,Manual,Maruti
16130,Mahindra Scorpio VLX,585000,2013,88000,Diesel,Manual,Hyundai
16131,Maruti Vitara Brezza,795000,2016,62000,Diesel,Manual,Maruti
16132,Maruti Ertiga CNG,790000,2017,38461,CNG,Manual,Hyundai
16133,Maruti S-Cross 2017-2020,850000,2018,33348,Diesel,Manual,Maruti
16134,Hyundai Santro GS,40000,2002,60000,Petrol,Manual,Land
16135,Hyundai i20 2015-2017,565000,2015,44983,Petrol,Manual,Honda
16136,Honda City i-VTEC,925000,2017,15735,Petrol,Manual,Maruti
16137,Mahindra XUV500 W6,900000,2014,84000,Diesel,Manual,Hyundai
16138,Maruti Swift VDI,650000,2016,66000,Diesel,Manual,Maruti
16139,Hyundai i20 Magna,650000,2016,77000,Diesel,Manual,Volkswagen
16140,Maruti Wagon R,250000,2011,32908,Petrol,Manual,Maruti
16141,Hyundai i20 Magna,450000,2011,78000,Diesel,Manual,Hyundai
16142,Maruti Baleno Zeta,640000,2017,12351,Petrol,Manual,Maruti
16143,Land Rover Range,3950000,2016,62000,Diesel,Automatic,Maruti
16144,Honda New Accord,695000,2013,63000,Petrol,Manual,Maruti
16145,Maruti Swift LXi,220000,2009,63000,Petrol,Manual,Maruti
16146,Hyundai Grand i10,549000,2017,25100,Petrol,Manual,Hyundai
